,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
5,Rodney Stuckey,2016-10-26,21:54,3,6,.500,1,2,.500,1,3,.333,0,3,3,1,0,0,2,0,8,-8,21:54,.546,.583,.333,.500,0.0,13.4,7.2,6.1,0.0,0.0,21.5,18.2,84,113
6,C.J. Miles,2016-10-26,12:33,3,6,.500,2,3,.667,0,0,,0,0,0,1,2,0,0,1,8,-2,12:33,.667,.667,.500,.000,0.0,0.0,0.0,12.3,7.4,0.0,0.0,20.4,129,99
7,Al Jefferson,2016-10-26,10:54,3,6,.500,0,0,,1,1,1.000,1,5,6,0,0,1,1,1,7,-3,10:54,.543,.500,.000,.167,10.3,45.0,28.9,0.0,0.0,8.7,13.4,29.2,97,99
8,Lavoy Allen,2016-10-26,10:44,1,3,.333,0,0,,0,0,,1,4,5,2,0,1,0,1,2,-5,10:44,.333,.333,.000,.000,10.5,36.6,24.4,23.5,0.0,8.8,0.0,12.0,110,101
9,Glenn Robinson,2016-10-26,10:14,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-15,10:14,.000,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.7,0,116
10,Joe Young,2016-10-26,3:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1,3:27,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,116
11,Kevin Seraphin,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Aaron Brooks,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,James Harden,2016-10-26,37:11,9,19,.474,1,7,.143,15,16,.938,3,4,7,17,1,0,7,5,34,+10,37:11,.653,.500,.368,.842,10.2,12.9,11.6,67.8,1.3,0.0,21.2,38.1,127,123
1,Eric Gordon,2016-10-26,34:27,7,15,.467,2,8,.250,3,4,.750,0,5,5,0,1,0,1,1,19,-14,34:27,.567,.533,.533,.267,0.0,17.4,8.9,0.0,1.4,0.0,5.6,22.1,109,122
2,Ryan Anderson,2016-10-26,34:21,6,15,.400,2,7,.286,0,0,,1,6,7,1,2,0,0,1,14,-2,34:21,.467,.467,.467,.000,3.7,21.0,12.5,3.9,2.8,0.0,0.0,18.7,104,118
3,Trevor Ariza,2016-10-26,32:51,2,8,.250,1,4,.250,0,0,,0,6,6,2,1,0,0,2,5,-3,32:51,.313,.313,.500,.000,0.0,21.9,11.2,7.1,1.5,0.0,0.0,10.4,82,121
4,Clint Capela,2016-10-26,25:40,8,11,.727,0,0,,0,1,.000,3,6,9,0,0,1,1,2,16,+8,25:40,.699,.727,.000,.091,14.8,28.1,21.6,0.0,0.0,3.5,8.0,20.8,128,120
5,Nene Hilario,2016-10-26,22:17,3,5,.600,0,0,,1,4,.250,2,1,3,3,2,0,1,3,7,-14,22:17,.518,.600,.000,.800,11.3,5.4,8.3,17.2,4.3,0.0,12.9,14.9,112,118
6,Corey Brewer,2016-10-26,15:16,2,4,.500,0,1,.000,0,2,.000,0,0,0,2,0,0,0,3,4,-3,15:16,.410,.500,.250,.500,0.0,0.0,0.0,16.7,0.0,0.0,0.0,13.7,99,129
7,Sam Dekker,2016-10-26,13:36,2,3,.667,0,1,.000,0,0,,0,1,1,0,1,0,0,2,4,-4,13:36,.667,.667,.333,.000,0.0,8.8,4.5,0.0,3.6,0.0,0.0,9.5,132,119
8,K.J. McDaniels,2016-10-26,12:15,5,5,1.000,1,1,1.000,0,0,,1,0,1,0,0,0,0,1,11,+1,12:15,1.100,1.100,.200,.000,10.3,0.0,5.0,0.0,0.0,0.0,0.0,17.5,219,129
9,Tyler Ennis,2016-10-26,12:07,0,1,.000,0,0,,0,0,,0,0,0,4,2,0,4,3,0,-9,12:07,.000,.000,.000,.000,0.0,0.0,0.0,36.0,8.0,0.0,80.0,17.7,39,111
10,Kyle Wiltjer,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Montrezl Harrell,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Bobby Brown,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Julius Randle,2016-10-26,29:11,9,11,.818,0,1,.000,0,1,.000,0,7,7,6,0,1,2,4,18,-8,29:11,.787,.818,.091,.091,0.0,30.3,14.8,32.7,0.0,2.9,14.9,19.4,143,115
1,D'Angelo Russell,2016-10-26,29:04,7,16,.438,4,10,.400,2,3,.667,0,1,1,3,1,0,3,2,20,-5,29:04,.577,.563,.625,.188,0.0,4.3,2.1,14.8,1.7,0.0,14.8,29.5,107,119
2,Luol Deng,2016-10-26,28:29,3,9,.333,1,4,.250,0,0,,2,3,5,1,1,0,1,0,7,+1,28:29,.389,.389,.444,.000,8.4,13.3,10.8,4.2,1.7,0.0,10.0,14.8,92,117
3,Nick Young,2016-10-26,26:34,3,12,.250,2,9,.222,0,0,,0,3,3,1,0,1,0,5,8,-6,26:34,.333,.333,.750,.000,0.0,14.3,6.9,4.6,0.0,3.2,0.0,19.1,81,118
4,Timofey Mozgov,2016-10-26,22:06,6,10,.600,0,0,,0,0,,4,4,8,2,0,0,2,2,12,+3,22:06,.600,.600,.000,.000,21.7,22.9,22.3,13.6,0.0,0.0,16.7,22.9,120,119
5,Jordan Clarkson,2016-10-26,24:35,8,12,.667,2,3,.667,7,7,1.000,1,2,3,1,3,0,4,3,25,+6,24:35,.829,.750,.250,.583,4.9,10.3,7.5,6.6,5.9,0.0,21.0,32.8,132,109
6,Brandon Ingram,2016-10-26,23:40,4,6,.667,1,2,.500,0,0,,0,3,3,0,0,0,1,0,9,+10,23:40,.750,.750,.333,.000,0.0,16.0,7.8,0.0,0.0,0.0,14.3,12.5,124,120
7,Larry Nance Jr.,2016-10-26,23:20,2,5,.400,0,1,.000,1,2,.500,3,2,5,2,1,1,0,1,5,+7,23:20,.425,.400,.200,.400,15.4,10.8,13.2,10.1,2.1,3.6,0.0,10.6,128,114
8,Lou Williams,2016-10-26,14:26,2,5,.400,2,4,.500,6,7,.857,0,0,0,2,3,0,1,0,12,+17,14:26,.743,.600,.800,1.400,0.0,0.0,0.0,17.3,10.0,0.0,11.0,26.6,148,102
9,Tarik Black,2016-10-26,11:32,1,2,.500,0,0,,2,2,1.000,1,3,4,0,1,0,1,4,4,+1,11:32,.694,.500,.000,1.000,10.4,32.9,21.3,0.0,4.2,0.0,25.8,14.2,118,107
10,Marcelo Huertas,2016-10-26,4:37,0,1,.000,0,1,.000,0,0,,0,0,0,3,0,1,0,0,0,+5,4:37,.000,.000,1.000,.000,0.0,0.0,0.0,69.3,0.0,18.2,0.0,9.1,121,112
11,Metta World Peace,2016-10-26,2:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1,2:27,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119
12,Thomas Robinson,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Karl-Anthony Towns,2016-10-26,36:29,9,20,.450,2,5,.400,1,1,1.000,2,2,4,5,1,1,2,3,21,-13,36:29,.514,.500,.250,.050,5.4,6.4,5.8,27.2,1.4,2.3,8.9,27.1,109,114
1,Andrew Wiggins,2016-10-26,34:29,7,14,.500,1,1,1.000,10,14,.714,4,3,7,0,0,1,2,1,25,-5,34:29,.620,.536,.071,1.000,11.4,10.2,10.8,0.0,0.0,2.5,9.0,28.4,125,116
2,Gorgui Dieng,2016-10-26,34:01,5,10,.500,0,1,.000,2,2,1.000,5,9,14,2,2,1,0,3,12,0,34:01,.551,.500,.100,.200,14.4,31.0,22.0,9.8,3.1,2.5,0.0,14.1,137,103
3,Zach LaVine,2016-10-26,33:50,6,14,.429,3,6,.500,4,5,.800,0,5,5,3,1,0,2,3,19,-4,33:50,.586,.536,.429,.357,0.0,17.3,7.9,15.5,1.6,0.0,11.0,23.7,114,112
4,Ricky Rubio,2016-10-26,33:27,1,5,.200,0,1,.000,2,5,.400,1,3,4,8,0,0,2,4,4,-1,33:27,.278,.200,.200,1.000,2.9,10.5,6.4,33.2,0.0,0.0,21.7,12.1,83,117
5,Nemanja Bjelica,2016-10-26,15:23,1,4,.250,0,1,.000,1,2,.500,0,1,1,0,0,1,0,3,3,0,15:23,.307,.250,.250,.500,0.0,7.6,3.5,0.0,0.0,5.6,0.0,14.0,72,114
6,Kris Dunn,2016-10-26,15:13,4,6,.667,0,1,.000,0,0,,1,3,4,1,1,0,1,3,8,-6,15:13,.667,.667,.167,.000,6.4,23.1,14.0,13.5,3.5,0.0,14.3,20.3,118,105
7,Brandon Rush,2016-10-26,13:39,0,3,.000,0,1,.000,0,0,,0,2,2,1,0,0,1,1,0,+3,13:39,.000,.000,.333,.000,0.0,17.2,7.8,9.8,0.0,0.0,25.0,12.9,14,116
8,Shabazz Muhammad,2016-10-26,13:31,1,6,.167,0,1,.000,0,0,,1,1,2,0,0,0,0,0,2,+1,13:31,.167,.167,.167,.000,7.2,8.7,7.9,0.0,0.0,0.0,0.0,19.6,51,119
9,Cole Aldrich,2016-10-26,9:58,2,4,.500,0,0,,0,0,,1,1,2,0,1,1,0,2,4,+5,9:58,.500,.500,.000,.000,9.8,11.7,10.7,0.0,5.3,8.6,0.0,17.7,114,99
10,Adreian Payne,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Tyus Jones,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Jordan Hill,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Andrew Harrison,2016-10-26,38:12,1,7,.143,0,4,.000,2,4,.500,1,2,3,4,1,0,3,3,4,+8,38:12,.228,.143,.571,.571,3.1,5.1,4.2,14.5,1.4,0.0,25.5,14.1,61,113
1,Marc Gasol,2016-10-26,32:27,7,17,.412,1,3,.333,3,4,.750,1,2,3,2,0,4,4,2,18,+4,32:27,.480,.441,.176,.235,3.6,6.0,4.9,11.5,0.0,8.7,17.6,32.1,88,110
2,Mike Conley,2016-10-26,29:39,8,14,.571,4,5,.800,4,5,.800,0,1,1,4,0,1,2,5,24,-3,29:39,.741,.714,.357,.357,0.0,3.3,1.8,28.1,0.0,2.4,11.0,28.1,138,115
3,JaMychal Green,2016-10-26,28:43,4,10,.400,2,2,1.000,2,2,1.000,4,3,7,1,0,1,1,4,12,+4,28:43,.551,.500,.200,.200,16.3,10.2,13.0,5.7,0.0,2.5,8.4,18.9,122,112
4,James Ennis,2016-10-26,28:11,5,8,.625,2,4,.500,3,4,.750,1,5,6,0,1,0,0,3,15,-12,28:11,.768,.750,.500,.500,4.2,17.4,11.4,0.0,1.9,0.0,0.0,15.8,160,107
5,Vince Carter,2016-10-26,28:05,1,4,.250,0,2,.000,1,2,.500,1,6,7,1,1,1,0,3,3,+10,28:05,.307,.250,.500,.500,4.2,20.9,13.3,5.0,1.9,2.5,0.0,8.0,91,104
6,Zach Randolph,2016-10-26,24:33,7,12,.583,1,2,.500,4,6,.667,1,10,11,1,0,0,2,1,19,-1,24:33,.649,.625,.167,.500,4.8,39.9,23.9,8.8,0.0,0.0,12.0,31.0,118,101
7,Wade Baldwin,2016-10-26,24:31,3,8,.375,1,2,.500,0,0,,2,3,5,6,3,3,1,2,7,+3,24:31,.438,.438,.250,.000,9.6,12.0,10.9,39.0,6.4,8.6,11.1,16.8,117,94
8,Deyonta Davis,2016-10-26,5:39,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,2,0,+7,5:39,,,,,0.0,34.7,18.9,0.0,0.0,12.5,,0.0,,94
9,Jarell Martin,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Tony Allen,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Troy Williams,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Troy Daniels,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kemba Walker,2016-10-26,35:04,5,15,.333,3,7,.429,4,6,.667,0,1,1,8,2,0,2,2,17,+15,35:04,.482,.433,.467,.400,0.0,2.7,1.4,33.0,2.8,0.0,10.2,24.5,103,102
1,Michael Kidd-Gilchrist,2016-10-26,34:51,10,18,.556,0,2,.000,3,3,1.000,4,10,14,0,1,1,0,1,23,+10,34:51,.595,.556,.111,.167,11.7,27.5,19.9,0.0,1.4,1.8,0.0,24.3,128,97
2,Nicolas Batum,2016-10-26,33:36,2,9,.222,1,7,.143,4,5,.800,0,6,6,7,2,0,1,2,9,+18,33:36,.402,.278,.778,.556,0.0,17.1,8.8,26.9,3.0,0.0,8.2,15.9,101,98
3,Roy Hibbert,2016-10-26,31:51,6,9,.667,0,0,,3,3,1.000,4,6,10,3,0,5,2,4,15,+12,31:51,.727,.667,.000,.333,12.8,18.1,15.5,14.6,0.0,9.9,16.2,16.9,135,94
4,Marvin Williams,2016-10-26,28:54,5,12,.417,3,4,.750,0,0,,2,8,10,2,0,1,1,4,13,+19,28:54,.542,.542,.333,.000,7.1,26.6,17.1,10.5,0.0,2.2,7.7,19.7,109,99
5,Marco Belinelli,2016-10-26,26:26,3,8,.375,0,2,.000,1,1,1.000,0,4,4,1,0,0,0,1,7,+5,26:26,.415,.375,.250,.125,0.0,14.5,7.5,5.3,0.0,0.0,0.0,14.0,92,105
6,Cody Zeller,2016-10-26,14:15,5,6,.833,0,0,,5,6,.833,1,2,3,1,0,2,1,5,15,-3,14:15,.868,.833,.000,1.000,7.2,13.5,10.4,14.5,0.0,8.9,10.4,29.6,156,96
7,Ramon Sessions,2016-10-26,12:56,2,4,.500,0,0,,0,0,,0,0,0,0,0,0,1,1,4,-4,12:56,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.9,74,109
8,Spencer Hawes,2016-10-26,12:41,2,4,.500,0,1,.000,0,0,,0,2,2,3,0,1,2,1,4,-7,12:41,.500,.500,.250,.000,0.0,15.1,7.8,35.0,0.0,5.0,33.3,20.7,81,100
9,Jeremy Lamb,2016-10-26,9:26,0,4,.000,0,0,,0,0,,0,1,1,2,0,0,0,1,0,-10,9:26,.000,.000,.000,.000,0.0,10.2,5.2,25.4,0.0,0.0,0.0,18.6,30,106
10,Christian Wood,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Aaron Harrison,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Treveon Graham,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Giannis Antetokounmpo,2016-10-26,38:44,13,21,.619,1,2,.500,4,6,.667,1,8,9,5,1,1,1,5,31,-5,38:44,.656,.643,.095,.286,2.5,21.1,11.5,27.1,1.3,1.9,4.1,28.1,130,108
1,Jabari Parker,2016-10-26,29:50,4,9,.444,1,1,1.000,4,4,1.000,2,4,6,3,0,0,3,3,13,-12,29:50,.604,.500,.111,.444,6.4,13.7,10.0,14.8,0.0,0.0,21.8,20.3,105,115
2,Matthew Dellavedova,2016-10-26,29:07,5,10,.500,1,3,.333,0,0,,0,3,3,3,0,0,2,3,11,-13,29:07,.550,.550,.300,.000,0.0,10.5,5.1,16.1,0.0,0.0,16.7,18.2,94,115
3,Mirza Teletovic,2016-10-26,27:29,3,12,.250,0,5,.000,0,0,,0,2,2,1,0,0,1,1,6,-8,27:29,.250,.250,.417,.000,0.0,7.4,3.6,5.2,0.0,0.0,7.7,20.9,51,116
4,Miles Plumlee,2016-10-26,8:17,0,2,.000,0,0,,0,0,,0,1,1,1,1,1,0,0,0,-10,8:17,.000,.000,.000,.000,0.0,12.3,6.0,14.9,6.0,8.8,0.0,10.7,24,95
5,Greg Monroe,2016-10-26,29:20,5,13,.385,0,0,,4,5,.800,5,5,10,3,1,3,1,0,14,+2,29:20,.461,.385,.000,.385,16.4,17.4,16.9,15.9,1.7,7.4,6.2,24.4,107,104
6,Malcolm Brogdon,2016-10-26,21:25,3,9,.333,0,3,.000,2,2,1.000,0,6,6,5,0,0,0,2,8,0,21:25,.405,.333,.333,.222,0.0,28.6,13.9,34.7,0.0,0.0,0.0,20.4,101,110
7,Michael Beasley,2016-10-26,19:19,1,5,.200,0,0,,0,2,.000,1,1,2,1,1,0,0,1,2,+2,19:19,.170,.200,.000,.400,5.0,5.3,5.1,6.8,2.6,0.0,0.0,13.4,53,111
8,Jason Terry,2016-10-26,18:20,2,4,.500,0,1,.000,1,1,1.000,0,2,2,1,0,0,0,3,5,+5,18:20,.563,.500,.250,.250,0.0,11.1,5.4,7.8,0.0,0.0,0.0,10.7,121,115
9,John Henson,2016-10-26,10:23,2,4,.500,0,0,,0,0,,1,3,4,0,0,0,0,2,4,-3,10:23,.500,.500,.000,.000,9.2,29.5,19.1,0.0,0.0,0.0,0.0,17.0,108,110
10,Rashad Vaughn,2016-10-26,7:46,1,3,.333,0,1,.000,0,0,,0,1,1,0,0,0,0,2,2,-13,7:46,.333,.333,.333,.000,0.0,13.1,6.4,0.0,0.0,0.0,0.0,17.0,69,114
11,Steve Novak,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Thon Maker,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Danilo Gallinari,2016-10-26,37:43,5,11,.455,3,6,.500,2,4,.500,0,3,3,2,3,1,1,2,15,+3,37:43,.588,.591,.545,.364,0.0,7.3,4.1,8.3,3.6,1.7,7.3,14.4,118,91
1,Will Barton,2016-10-26,34:46,7,12,.583,2,3,.667,6,6,1.000,2,3,5,2,0,0,2,2,22,-3,34:46,.751,.667,.250,.500,6.9,8.0,7.5,10.1,0.0,0.0,12.0,18.9,142,100
2,Emmanuel Mudiay,2016-10-26,28:06,2,8,.250,0,1,.000,7,8,.875,0,7,7,3,1,0,6,5,11,-1,28:06,.477,.250,.125,1.000,0.0,23.0,13.0,15.3,1.6,0.0,34.2,24.6,75,95
3,Jusuf Nurkic,2016-10-26,26:01,9,13,.692,0,0,,5,6,.833,2,7,9,3,0,1,1,3,23,+2,26:01,.735,.692,.000,.462,9.2,24.8,18.0,27.1,0.0,2.5,6.0,25.3,149,95
4,Nikola Jokic,2016-10-26,21:08,2,5,.400,1,2,.500,0,0,,1,6,7,2,0,0,4,4,5,+5,21:08,.500,.500,.400,.000,5.7,26.2,17.3,14.0,0.0,0.0,44.4,16.8,68,98
5,Wilson Chandler,2016-10-26,30:13,5,15,.333,1,6,.167,1,1,1.000,0,7,7,1,0,0,2,3,12,+5,30:13,.389,.367,.400,.067,0.0,21.4,12.1,5.5,0.0,0.0,11.5,22.8,78,98
6,Kenneth Faried,2016-10-26,28:16,3,9,.333,0,1,.000,3,6,.500,6,8,14,1,2,1,3,1,9,+2,28:16,.387,.333,.111,.667,25.5,26.1,25.8,5.3,3.2,2.3,20.5,20.5,86,88
7,Jameer Nelson,2016-10-26,19:54,4,8,.500,1,4,.250,0,0,,0,2,2,3,1,0,4,2,9,+6,19:54,.563,.563,.500,.000,0.0,9.3,5.2,26.5,2.2,0.0,33.3,23.8,83,95
8,Jamal Murray,2016-10-26,13:15,0,2,.000,0,1,.000,1,2,.500,0,4,4,1,0,0,1,0,1,+8,13:15,.174,.000,.500,1.000,0.0,27.9,15.8,9.8,0.0,0.0,25.8,11.6,43,97
9,Juan Hernangomez,2016-10-26,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0:39,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,101
10,Jarnell Stokes,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Mike Miller,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Malik Beasley,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Anthony Davis,2016-10-26,41:14,17,34,.500,0,2,.000,16,17,.941,1,15,16,5,7,4,3,4,50,-3,41:14,.603,.500,.059,.500,2.2,43.7,20.2,32.0,7.6,7.9,6.7,45.2,113,79
1,Tim Frazier,2016-10-26,36:46,6,10,.600,1,3,.333,2,4,.500,0,5,5,11,2,0,1,6,15,0,36:46,.638,.650,.300,.400,0.0,16.3,7.1,47.6,2.4,0.0,7.8,14.6,127,102
2,E'Twaun Moore,2016-10-26,28:09,3,8,.375,2,4,.500,2,2,1.000,0,1,1,4,1,1,2,4,10,+10,28:09,.563,.500,.500,.250,0.0,4.3,1.9,20.7,1.6,2.9,18.4,16.2,94,105
3,Solomon Hill,2016-10-26,27:03,1,7,.143,0,4,.000,0,0,,0,1,1,1,1,0,2,4,2,+1,27:03,.143,.143,.571,.000,0.0,4.4,1.9,4.9,1.7,0.0,22.2,14.0,27,107
4,Omer Asik,2016-10-26,16:32,1,3,.333,0,0,,0,0,,0,1,1,1,0,0,0,2,2,+3,16:32,.333,.333,.000,.000,0.0,7.3,3.2,8.3,0.0,0.0,0.0,7.6,74,110
5,Lance Stephenson,2016-10-26,25:30,4,7,.571,0,0,,0,0,,1,2,3,3,1,0,2,2,8,-4,25:30,.571,.571,.000,.000,3.6,9.4,6.1,18.5,1.8,0.0,22.2,14.8,92,105
6,Terrence Jones,2016-10-26,17:44,2,6,.333,0,1,.000,2,2,1.000,1,2,3,1,3,0,0,0,6,-14,17:44,.436,.333,.167,.333,5.2,13.5,8.8,8.3,7.6,0.0,0.0,16.3,98,92
7,Buddy Hield,2016-10-26,16:50,2,8,.250,0,3,.000,0,0,,1,0,1,3,0,0,0,1,4,-12,16:50,.250,.250,.375,.000,5.5,0.0,3.1,26.5,0.0,0.0,0.0,19.9,69,112
8,Alexis Ajinca,2016-10-26,10:52,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,4,0,-4,10:52,.000,.000,.000,.000,8.5,0.0,4.8,0.0,0.0,0.0,0.0,7.7,36,111
9,Langston Galloway,2016-10-26,10:50,2,5,.400,0,1,.000,1,1,1.000,0,2,2,1,1,0,0,1,5,-3,10:50,.460,.400,.200,.200,0.0,22.2,9.6,15.2,4.1,0.0,0.0,21.1,93,97
10,Dante Cunningham,2016-10-26,8:30,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,0,+1,8:30,.000,.000,.500,.000,0.0,0.0,0.0,14.9,0.0,0.0,33.3,14.8,15,112
11,Jrue Holiday,2016-10-26,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
12,Cheick Diallo,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Justise Winslow,2016-10-26,33:57,7,15,.467,0,2,.000,1,1,1.000,3,5,8,4,1,2,2,4,15,+15,33:57,.486,.467,.133,.067,9.2,13.9,11.7,15.2,1.5,4.0,11.5,21.6,107,100
1,Dion Waiters,2016-10-26,33:31,4,13,.308,0,1,.000,1,2,.500,1,5,6,4,0,0,1,2,9,+5,33:31,.324,.308,.077,.154,3.1,14.0,8.9,13.9,0.0,0.0,6.7,18.7,85,106
2,Hassan Whiteside,2016-10-26,30:59,9,16,.563,0,0,,0,4,.000,4,10,14,1,0,4,1,3,18,+5,30:59,.507,.563,.000,.250,13.5,30.4,22.4,4.7,0.0,8.7,5.3,25.5,107,92
3,Goran Dragic,2016-10-26,28:37,7,15,.467,0,1,.000,2,2,1.000,3,3,6,6,0,0,3,4,16,-2,28:37,.504,.467,.067,.133,10.9,9.9,10.4,28.5,0.0,0.0,15.9,27.8,107,108
4,Luke Babbitt,2016-10-26,18:48,3,10,.300,2,6,.333,0,0,,0,1,1,2,0,0,0,1,8,+12,18:48,.400,.400,.600,.000,0.0,5.0,2.6,13.0,0.0,0.0,0.0,22.4,102,110
5,Tyler Johnson,2016-10-26,28:18,7,11,.636,0,1,.000,1,1,1.000,1,5,6,3,2,0,1,2,15,+3,28:18,.656,.636,.091,.091,3.7,16.6,10.5,14.5,3.6,0.0,8.0,18.5,132,97
6,James Johnson,2016-10-26,25:12,4,8,.500,2,4,.500,1,1,1.000,0,2,2,6,0,0,1,1,11,0,25:12,.652,.625,.500,.125,0.0,7.5,3.9,29.0,0.0,0.0,10.6,15.8,138,109
7,Rodney McGruder,2016-10-26,23:37,1,3,.333,0,1,.000,4,5,.800,1,2,3,0,2,0,1,4,6,+15,23:37,.577,.333,.333,1.667,4.4,8.0,6.3,0.0,4.3,0.0,16.1,11.0,113,99
8,Willie Reed,2016-10-26,17:02,5,6,.833,0,0,,0,0,,3,3,6,1,0,1,0,1,10,+7,17:02,.833,.833,.000,.000,18.4,16.6,17.4,8.6,0.0,4.0,0.0,14.8,176,102
9,Derrick Williams,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Udonis Haslem,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Josh Richardson,2016-10-26,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
12,Josh McRoberts,2016-10-26,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Evan Fournier,2016-10-26,39:23,7,19,.368,2,6,.333,4,7,.571,1,3,4,4,2,0,1,3,20,-3,39:23,.453,.421,.316,.368,2.4,7.9,5.0,19.1,2.6,0.0,4.3,25.0,102,114
1,Elfrid Payton,2016-10-26,37:30,4,12,.333,0,2,.000,8,8,1.000,2,2,4,5,0,2,4,1,16,-4,37:30,.515,.333,.167,.667,5.0,5.6,5.3,22.2,0.0,3.2,20.5,22.2,100,118
2,Serge Ibaka,2016-10-26,36:16,6,17,.353,2,4,.500,0,0,,2,6,8,0,0,1,0,3,14,-16,36:16,.412,.412,.235,.000,5.2,17.3,10.9,0.0,0.0,1.6,0.0,20.0,95,115
3,Nikola Vucevic,2016-10-26,35:49,7,14,.500,0,0,,3,4,.750,5,9,14,3,2,0,1,3,17,0,35:49,.539,.500,.000,.286,13.1,26.2,19.3,16.3,2.8,0.0,6.0,20.0,121,107
4,Aaron Gordon,2016-10-26,35:06,5,12,.417,2,3,.667,0,0,,2,6,8,4,1,1,3,1,12,-11,35:06,.500,.500,.250,.000,5.4,17.8,11.3,20.1,1.4,1.7,20.0,18.3,94,112
5,Jeff Green,2016-10-26,25:14,2,7,.286,0,2,.000,3,4,.750,1,2,3,1,0,0,1,1,7,-8,25:14,.400,.286,.286,.571,3.7,8.3,5.9,6.3,0.0,0.0,10.2,16.5,88,119
6,D.J. Augustin,2016-10-26,16:32,2,3,.667,0,1,.000,3,3,1.000,0,1,1,1,0,0,1,2,7,-11,16:32,.810,.667,.333,1.000,0.0,6.3,3.0,10.3,0.0,0.0,18.8,13.8,137,120
7,Mario Hezonja,2016-10-26,14:10,1,5,.200,0,0,,1,2,.500,2,1,3,2,0,0,0,1,3,-7,14:10,.255,.200,.000,.400,13.3,7.4,10.5,22.1,0.0,0.0,0.0,17.7,87,119
